annee_universitaire,libelle_diplome_1,libelle_diplome_2,total_inscrits
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE",FORMATION DES PROFESSEURS CERTIFIES EN SCIENCES DE LA VIE ET DE LA TERRE (SV-STU),15
2012-13,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,MANAGEMENT DES INDUSTRIES DE LA COSMETIQUE ET DE LA CHIMIE FINE,15
2012-13,"INDUSTRIE AGRO-ALIMENTAIRE, ALIMENTATION",PRODUCTION ET MANAGEMENT EN INDUSTRIES AGRO-ALIMENTAIRES,15
2012-13,COMMERCE,MANAGEMENT INTERNATIONAL APPLIQUE AU DEVELOPPEMENT DURABLE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DU SPORT ET DE LA MOTRICITE",PRATIQUES PHYSIQUES : PERSPECTIVES PSYCHOLOGIQUES,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT ET ADMINISTRATION PUBLIQUE",DROIT ET POLITIQUE DE L'HABITAT,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DE L'EMPLOI ET DES RELATIONS SOCIALES,15
2012-13,DIPLOMES INTERNATIONAUX EN ODONTOLOGIE - BAC+3 A BAC+5,"",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE","ANALYSE, MOLECULES, MATERIAUX ET MEDICAMENTS",15
2012-13,"SCIENCES, TECHNOLOGIE, SANTE : BIOLOGIE-SANTE",SCIENCES CLINIQUES EN SOINS INFIRMIERS,15
2012-13,"DROIT, ECONOMIE, GESTION : ANALYSE ET POLITIQUE ECONOMIQUE",EVALUATION ECONOMIQUE DU DEVELOPPEMENT DURABLE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",APPLICATIONS INDUSTRIELLES ET MEDICALES DES RADIATIONS,15
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE-FINANCE",BANQUE,15
2012-13,"ARTS, LETTRES, LANGUES : METIERS DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA FORMATION",ENSEIGNEMENT ET FORMATION PROFESSIONNELS ET TECHNOLOGIQUES,15
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT ET ADMINISTRATION DES ENTREPRISES",MANAGEMENT TERRITORIAL,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE EUROPEEN",DROIT PENAL INTERNATIONAL ET EUROPEEN,15
2012-13,SCIENCES HUMAINES ET SOCIALES : HISTOIRE,"HISTOIRE ET MEDIAS, CONSERVATION ET DOCUMENTATION DE L'IMAGE ET DU SON",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE, TELECOMMUNICATIONS, GEOMATIQUE",MICRO TECHNOLOGIES POUR LES SYSTEMES DE COMMUNICATIONS,15
2012-13,"DROIT, SCIENCE POLITIQUE : DROIT DU PATRIMOINE",INGENIERIE JURIDIQUE ET FISCALE DU PATRIMOINE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE",ENSEIGNER LES SCIENCES DE LA VIE ET DE LA TERRE,15
2012-13,"DROIT, ECONOMIE, GESTION : ADMINISTRATION PUBLIQUE",MANAGER TERRITORIAL,15
2012-13,TECHNIQUES ET ACTIVITES DE L'IMAGE ET DU SON,REALISATIONS AUDIOVISUELLES ET DESIGN SONORE,15
2012-13,SCIENCES HUMAINES ET SOCIALES : PHILOSOPHIE,"ETHIQUE APPLIQUEE, RESPONSABILITE ENVIRONNEMENTALE ET SOCIALE",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE",GESTION ET CONSERVATION DE LA BIODIVERSITE,15
2012-13,SCIENCES HUMAINES ET SOCIALES : ADMINISTRATION DES TERRITOIRES ET DES ENTREPRISES,MANAGEMENT DES ORGANISATIONS DE L'ECONOMIE SOCIALE ET SOLIDAIRE,15
2012-13,AMENAGEMENT DU TERRITOIRE ET URBANISME,GESTIONNAIRE DES ESPACES NATURELS DE LOISIRS,15
2012-13,"ARTS, LETTRES, LANGUES : PATRIMOINES - ECRIT - MATERIEL - IMMATERIEL",PATRIMOINE CULTUREL IMMATERIEL,15
2012-13,LETTRES ET LANGUES : LETTRES,LITTERATURES ROMANES,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",CARRIERES PUBLIQUES HOSPITALIERES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",INSTRUMENTATION ET METHODES D'ANALYSE MOLECULAIRE,15
2012-13,"ARTS, LETTRES, LANGUES : ARTS, LETTRES ET LANGUES",METIERS DE L'ENSEIGNEMENT ET DE LA FORMATION EN LETTRES MODERNES,15
2012-13,SCIENCES HUMAINES ET SOCIALES : INFORMATION ET COMMUNICATION,COMMUNICATION REDACTIONNELLE DEDIEE AU MULTIMEDIA,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC ET SCIENCE POLITIQUE",DROIT PUBLIC FONDAMENTAL,15
2012-13,SCIENCES HUMAINES ET SOCIALES : SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,MIGRATIONS ET ALTERITES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATION, ENERGIE ET SYSTEMES","MECANIQUE, AERONAUTIQUE ET SPATIAL",15
2012-13,PRODUCTION INDUSTRIELLE,INGENIERIE SIMULTANEE EN CONCEPTION NUMERIQUE DE PRODUITS,15
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE",MANAGEMENT DU RISQUE,15
2012-13,"SCIENCES ET TECHNOLOGIE, SANTE-SCIENCES DE L'HOMME ET DE LA SOCIETE : FORMATION D'ENSEIGNANTS POUR LE SUPERIEUR (NIVEAU AGREGATION DU SECONDAIRE)",SCIENCES DU SPORT ET EDUCATION PHYSIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE",NEUROBIOLOGIE ET NEUROSCIENCES,15
2012-13,"SCIENCES HUMAINES ET SOCIALES : HISTOIRE, HISTOIRE DE L'ART",LES GRANDES MUTATIONS CULTURELLES ET ARTISTIQUES,15
2012-13,SCIENCES HUMAINES ET SOCIALES : DEMOGRAPHIE,DYNAMIQUE DES POPULATIONS,15
2012-13,"SCIENCES ET TECHNOLOGIE, SANTE : INFORMATION, SYSTEMES ET TECHNOLOGIE",AUTOMATIQUE ET TRAITEMENT DU SIGNAL DES IMAGES,15
2012-13,GESTION DE LA PRODUCTION INDUSTRIELLE,MAINTENANCE EN MILIEU NUCLEAIRE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SANTE",EPIDEMIOLOGIE,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT",DROIT INTERNATIONAL DES AFFAIRES,15
2012-13,DIPLOMES D'UNIVERSITE EN INFORMATIQUE - BAC+3,"",15
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ET CULTURES ETRANGERES",ETUDES FRANCO - ALLEMANDES : COMMUNICATION ET COOPERATION TRANSFRONTALIERES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",ENERGIES RENOUVELABLES ET GESTION EFFICACE DE L'ENERGIE ELECTRIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : DESIGN GLOBAL","DESIGN PRODUIT:CONCEPTION, APPROCHE PRODUITS-PROCEDES-MATERIAUX",15
2012-13,"DROIT, ECONOMIE, GESTION : PERSONNE ET PROCES",PROTECTION DE LA PERSONNE,15
2012-13,INTERVENTION SOCIALE,RESPONSABLE D'ACTIONS GERONTOLOGIQUES,15
2012-13,"DROIT, ECONOMIE, GESTION : FINANCE, CONTROLE, AUDIT",RECHERCHE EN SCIENCES DE GESTION,15
2012-13,DIPLOMES D'UNIVERSITE EN PLURI SCIENCES HUMAINES ET SOCIALES - BAC+1,"",15
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"ACCOMPAGNEMENT DES TROUBLES, DES INADAPTATIONS ET DES EXCLUSIONS",15
2012-13,"SCIENCES DES ORGANISATIONS (DROIT, ECONOMIE, GESTION, SCIENCES SOCIALES) : DEVELOPPEMENT DURABLE",DEVELOPPEMENT DURABLE APPLIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE, AGRONOMIE, SANTE","ALIMENTATION, LAIT, INNOVATION, MANAGEMENT ET NUTRACEUTIQUE",15
2012-13,ACTIVITES ET TECHNIQUES DE COMMUNICATION,INTEGRATION DES DISPOSITIFS ET DES PRATIQUES EN FORMATION OUVERTE ET A DISTANCE,15
2012-13,SCIENCES ET TECHNOLOGIES : MICROELECTRONIQUE ET NANOELECTRONIQUE,MICROELECTRONIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOSCIENCES",QUALITE DES ALIMENTS ET INNOVATION SANTE,15
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ET CULTURES ETRANGERES",ETUDES CULTURELLES COMPAREES,15
2012-13,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,QUALITE DE LA PRODUCTION DES PRODUITS PHARMACEUTIQUES ET COSMETIQUES,15
2012-13,"ARTS, LETTRES, LANGUES : LETTRES ET ARTS",CREATION CONTEMPORAINE ET INDUSTRIES CULTURELLES,15
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",RECHERCHE EN GESTION DES ORGANISATIONS,15
2012-13,"DIPLOMES INTERNATIONAUX EN SCIENCES DE L'UNIVERS, DE LA TERRE ET DE L'ESPACE - BAC+1 A BAC+6 ET PLUS","",15
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES DE L ANTIQUITE,PROCHE-ORIENT ET EGYPTE,15
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCES DE GESTION",FINANCEMENT DE PROJET - FINANCEMENTS STRUCTURES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SANTE PUBLIQUE",EPIDEMIOLOGIE ET GESTION DES RISQUES,15
2012-13,GESTION DE LA PRODUCTION INDUSTRIELLE,TECHNIQUES AVANCEES DE MAINTENANCE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET ENVIRONNEMENT",FONCTIONNEMENT ET RESTAURATION DES MILIEUX AQUATIQUES CONTINENTAUX,15
2012-13,DIPLOMES INTERNATIONAUX EN PHYSIQUE - BAC+1 A BAC+2,"",15
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE APPLIQUEE",AMENAGEMENT DU TERRITOIRE,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",METIERS DE L'IMMOBILIER ET DE L'URBANISME,15
2012-13,COMMERCE,MANAGEMENT DES ACTIVITES INTERNATIONALES DES PMI-PME,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA MATIERE",CONTROLE ET DURABILITE DES MATERIAUX,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DU SON","",15
2012-13,"SCIENCES HUMAINES ET SOCIALES : CULTURES ET SOCIETES, XVI-XXIE SIECLES",HISTOIRE MODERNE,15
2012-13,SCIENCES HUMAINES ET SOCIALES : ETHNOLOGIE TRANSFORMATIONS DES SOCIETES CONTEMPORAINES,"",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE",CALCUL SCIENTIFIQUE,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",DROIT DE L'ENVIRONNEMENT,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENIE DES SYSTEMES INDUSTRIELS",CLOUD COMPUTING AND MOBILITY (SYSTEME INFORMATIQUE AGILE ET MOBILE),15
2012-13,INTERVENTION SOCIALE,METIERS DE LA FORMATION DE BASE ET DE L'INSERTION DES ADULTES,15
2012-13,SCIENCES HUMAINES ET SOCIALES : GEOENVIRONNEMENT,"",15
2012-13,SCIENCES ET TECHNOLOGIES : MATHEMATIQUES ET APPLICATIONS,MATHEMATIQUES GENERALES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INSTRUMENTATION ET METROLOGIE, MANAGEMENT DE LA PERFORMANCE DES SYSTEMES","EXPERTISE, METROLOGIE, DIAGNOSTICS",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE FONDAMENTALE ET SCIENCES POUR L'INGENIEUR",INGENIERIE PHYSIQUE DES ENERGIES,15
2012-13,"INDUSTRIE AGRO-ALIMENTAIRE, ALIMENTATION","DEVELOPPEMENT DE PROJETS, CREATION DE PRODUITS EN AGROALIMENTAIRE",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES FONDAMENTALES ET APPLIQUEES (MFA)",PROBABILITES ET STATISTIQUES,15
2012-13,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,PRODUITS DE SANTE ET COSMETIQUES,15
2012-13,SCIENCES HUMAINES ET SOCIALES : CONSERVATION - RESTAURATION DES BIENS CULTURELS,PATRIMOINE ET CONSERVATION-RESTAURATION,15
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE-GESTION",CHARGE D'AFFAIRES PROFESSIONNELS,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE - SANTE",AGENTS INFECTIEUX:INTERACTION AVEC LEURS HOTES ET L'ENVIRONNEMENT,15
2012-13,HOTELLERIE ET TOURISME,MANAGEMENT EN RESTAURATION COLLECTIVE ET COMMERCIALE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX ET NANOSCIENCES",INGENIERIE DES SURFACES,15
2012-13,AGRONOMIE,"AGRICULTURE, NOUVELLES TECHNOLOGIES, DURABILITE",15
2012-13,SYSTEMES INFORMATIQUES ET LOGICIELS,DEVELOPPEUR INFORMATIQUE MULTISUPPORTS,15
2012-13,GENIE CIVIL ET CONSTRUCTION,METIERS DE L'EXPLOITATION IMMOBILIERE,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",DROIT DE L'ENVIRONNEMENT INDUSTRIEL,15
2012-13,DIPLOMES INTERNATIONAUX EN SCIENCES DE L'INFORMATION ET LA COMMUNICATION - BAC+1 A BAC+2,"",15
2012-13,DIPLOMES POST-DUT EN SCIENCES JURIDIQUES - BAC+2 A BAC+3,"",15
2012-13,SCIENCES DE LA SANTE : SANTE PUBLIQUE,HANDICAP ET SANTE,15
2012-13,MANAGEMENT DES ORGANISATIONS,ENTREPRENEURIAT ET MANAGEMENT DE PROJET,15
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT SOCIO-ECONOMIQUE",MANAGEMENT PUBLIC ET ADMINISTRATIONS DECENTRALISEES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOCHIMIE ET BIOTECHNOLOGIES",EXPRESSION GENIQUE ET PROTEINES RECOMBINANTES,15
2012-13,SCIENCES ET TECHNOLOGIES : REEDUCATION ET INGENIERIE MEDICALE,COORDINATION PLURIDISCIPLINAIRE DU HANDICAP NEUROLOGIQUE DE L'ADULTE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SANTE PUBLIQUE",DROIT ET GOUVERNANCE DU SECTEUR SANITAIRE ET SOCIAL,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ECOLOGIE","BIODIVERSITE, ECOLOGIE ET EVOLUTION",15
2012-13,PRODUCTION INDUSTRIELLE,TECHNIQUES NUCLEAIRES ET RADIOPROTECTION,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENETIQUE ET BIOLOGIE DE LA CELLULE",INFECTIOLOGIE,15
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES ET TECHNOLOGIE INDUSTRIELLES - BAC+2,"",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENIE MECANIQUE EN AERONAUTIQUE",GENIE MECANIQUE,15
2012-13,SCIENCES HUMAINES ET SOCIALES : DEVELOPPEMENT DES  TERRITOIRES ET NOUVELLES RURALITES,TOURISME ET VALORISATION DES TERRITOIRES,15
2012-13,SCIENCES HUMAINES ET SOCIALES : ETUDES EUROPEENNES ET INTERNATIONALES,"ETUDES CATALANES, MOBILITES ET ALTERITES",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DU GENOME ET DES ORGANISMES",BIOLOGIE SYSTEMIQUE ET SYNTHETIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE, SCIENCES POUR L'INGENIEUR","CAPTEURS, SYSTEMES ELECTRONIQUES ET ROBOTIQUE",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE, MECANIQUE, SCIENCES DE L'INGENIEUR","ENERGIE, FLUIDES ET OPTIQUE",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIODIVERSITE, ECOLOGIE, ENVIRONNEMENT","ECOLOGIE FONCTIONNELLE, COMPORTEMENTALE ET EVOLUTIVE",15
2012-13,"ECONOMIE, GESTION : ECONOMIE ET MANAGEMENT",GESTION DE L'INVESTISSEMENT IMMOBILIER ET DE LA CONSTRUCTION,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE",PHYSIOLOGIE DES REGULATIONS,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE-CHIMIE","NANOSCIENCES, OPTIQUE, ATMOSPHERE",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOSANTE","PHYSIOPATHOLOGIE DES MALADIES INFECTIEUSES, CIRCULATOIRES ET METABOLIQUES",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DES SERVICES ET DES SYSTEMES",TECHNOLOGIES DES TERRITOIRES DE SANTE,15
2012-13,SCIENCES HUMAINES ET SOCIALES : MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES,MATHEMATIQUES APPLIQUEES AUX SCIENCES SOCIALES,15
2012-13,SANTE,METIERS DE LA RECHERCHE CLINIQUE ET DE VIGILANCE,15
2012-13,ENERGIE ET GENIE CLIMATIQUE,EFFICACITE ENERGETIQUE ET ENERGIES RENOUVELABLES,15
2012-13,"ARTS, LETTRES, LANGUES : ARTS",DIFFUSION DES ARTS ET DES SAVOIRS PAR L'IMAGE,15
2012-13,"ARTS, LETTRES, LANGUES : SCIENCES DU LANGAGE ET DIDACTIQUE DES LANGUES",LINGUISTIQUE TEXTUELLE ET SEMANTIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MODELISATION, INGENIERIE MATHEMATIQUE, STATISTIQUE ET ECONOMIQUE","",15
2012-13,"ASSURANCE, BANQUE, FINANCE",GESTION DES OPERATIONS DE MARCHES FINANCIERS,15
2012-13,PLASTURGIE ET MATERIAUX COMPOSITES,INDUSTRIALISATION ET MISE EN OEUVRE DES MATERIAUX COMPOSITES,15
2012-13,"DROIT, ECONOMIE, GESTION : BANQUE, FINANCE, ASSURANCE",EXPERTISE DES METIERS D'AGENCE,15
2012-13,ACTIVITES ET TECHNIQUES DE COMMUNICATION,WEBDESIGNER,15
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE",COMMERCE INTERNATIONAL EQUITABLE,15
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE ET GESTION DES ENTREPRISES",LOGISTIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ENVIRONNEMENT",GENIE GEOLOGIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENIE DES SYSTEMES INDUSTRIELS",CATALYSE ET PROCEDES,15
2012-13,"DROIT, SCIENCE POLITIQUE : DROIT EUROPEEN",DROIT EUROPEEN ET INTERNATIONAL DES AFFAIRES,15
2012-13,BATIMENT ET CONSTRUCTION,PERFORMANCES ENERGETIQUES DES BATIMENTS,15
2012-13,DIPLOME D'UNIVERSITE EN LANGUES ET LITTERATURES FRANCAISES - BAC+1 A BAC+2,"",15
2012-13,"DROIT, ECONOMIE, GESTION : BANQUE FINANCE ASSURANCE","GESTION D'ACTIF, CONTROLE DES RISQUES ET CONFORMITE",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIES POUR LA SANTE ET LE MEDICAMENT",METHODES DE RECHERCHE EN ENVIRONNEMENT-SANTE-TOXICOLOGIE-ECOTOXICOLOGIE,15
2012-13,PRODUCTION INDUSTRIELLE,TRAITEMENT ET CONTROLE DES MATERIAUX,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT",INGENIERIE JURIDIQUE DE L'ENTREPRISE ET DEVELOPPEMENT DURABLE,15
2012-13,"DROIT, ECONOMIE, GESTION : ETUDES EUROPEENNES",COLLECTIVITES TERRITORIALES ET UNION EUROPEENNE,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",ENVIRONNEMENT ET GESTION DU TERRITOIRE,15
2012-13,"SCIENCES ET TECHNOLOGIE, SANTE-SCIENCES DE L'HOMME ET DE LA SOCIETE : FORMATION D'ENSEIGNANTS POUR LE SUPERIEUR (NIVEAU AGREGATION DU SECONDAIRE)",SCIENCES DU VIVANT,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES ET FINANCE",MATHEMATIQUES DU RISQUE,15
2012-13,SCIENCES DE LA SANTE : NEUROSCIENCES,"",15
2012-13,"SCIENCES HUMAINES ET SOCIALES : ETHNOLOGIE, PREHISTOIRE, ETHNOMUSICOLOGIE",ETHNOMUSICOLOGIE ET ANTHROPOLOGIE DE LA DANSE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",PREPARATION AUX METIERS DE L'ENSEIGNEMENT,15
2012-13,"DROIT, ECONOMIE, GESTION : DROIT DE L'ENTREPRISE",DROIT ET GESTION DES ENTREPRISES AGRICOLES ET AGROALIMENTAIRES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",DEVELOPPEMENT INSTRUMENTAL POUR LES MICRO ET NANOTECHNOLOGIES,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : METIERS DE L'EDUCATION ET DE LA FORMATION",FORMATION ET ENSEIGNEMENT TECHNOLOGIQUES ET PROFESSIONNELS,15
2012-13,RESEAUX ET TELECOMMUNICATIONS,COMMERCE ELECTRONIQUE,15
2012-13,SCIENCES HUMAINES ET SOCIALES : ECONOMIE ET SOCIETE,"ACTION PUBLIQUE, ACTION SOCIALE",15
2012-13,ELECTRICITE ET ELECTRONIQUE,SYSTEMES INDUSTRIELS,15
2012-13,"ARTS, LETTRES, LANGUES : ETUDES EUROPEENNES ET INTERNATIONALES",ETUDES FRANCO-ITALIENNES,15
2012-13,PROTECTION DE L'ENVIRONNEMENT,ALIMENTATION EN EAU POTABLE ET ASSAINISSEMENT,15
2012-13,SCIENCES DE LA SANTE : SANTE PUBLIQUE,"SANTE PUBLIQUE, SOCIETE ET DEVELOPPEMENT",15
2012-13,COMMERCE,MARKETING DES PRODUITS AGRO-ALIMENTAIRES SOUS SIGNE DE QUALITE,15
2012-13,MAINTENANCE DES SYSTEMES PLURITECHNIQUES,MESURE ET CONTROLE POUR L'INSTRUMENTATION MEDICALE,15
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,SCIENCES PSYCHOLOGIQUES:RECHERCHES ET APPLICATIONS,15
2012-13,ENERGIE ET GENIE CLIMATIQUE,REHABILITATION ENERGETIQUE DU PATRIMOINE BATI,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SANTE PUBLIQUE",JEUNESSE:POLITIQUES ET PRISES EN CHARGE,15
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",GESTION ET DEVELOPPEMENT DES ORGANISATIONS SCOLAIRES,15
2012-13,"DROIT, ECONOMIE, GESTION : ENTREPRISE ET PATRIMOINE",DROIT DES CONTRATS,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INFECTIOLOGIE:MICROBIOLOGIE, VIROLOGIE, IMMUNOLOGIE",MICROBIOLOGIE,15
2012-13,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,METHODES PHYSICO-CHIMIQUES D'ANALYSES,15
2012-13,SCIENCES HUMAINES ET SOCIALES : THEOLOGIE ET ANTHROPOLOGIE ET PHILOSOPHIE,THEOLOGIE ET SPIRITUALITE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE ET APPLICATIONS","ASTRONOMIE, ASTROPHYSIQUE ET INGENIERIE SPATIALE",15
2012-13,LOGISTIQUE,LOGISTIQUE HOSPITALIERE,15
2012-13,SCIENCES ET TECHNOLOGIES : MECANIQUE MATERIAUX PROCEDES,SYSTEMES AVANCES ET ROBOTIQUE,15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE, DE L'ENVIRONNEMENT ET DES PLANETES",GEOPHYSIQUE,15
2012-13,SCIENCES DE LA SANTE : SANTE PUBLIQUE,"PREVENTION ET EDUCATION POUR LA SANTE, EDUCATION THERAPEUTIQUE",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : EAU","",15
2012-13,DIPLOMES D'UNIVERSITE EN ADMINISTRATION ECONOMIQUE ET SOCIALE (A.E.S.) - BAC+3,"",15
2012-13,SCIENCES HUMAINES ET SOCIALES : PHILOSOPHIE,PHILOSOPHIE DES NORMES,15
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"DEVELOPPEMENT, EDUCATION, HANDICAP",15
2012-13,MANAGEMENT DES ORGANISATIONS,"PATRIMOINES, LANGUES ET TOURISMES",15
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA MATIERE",CHIMIE MOLECULAIRE  ET PROCEDES PROPRES,15
2012-13,DROIT : DROIT COMPARE ET DROITS ETRANGERS,DROIT PUBLIC COMPARE,15
